CID,BDATE,GEN
NASAW00014884,1958-10-03,Female
NASAW00014885,1959-08-08,Female
NASAW00014886,1965-06-04,Female
NASAW00014887,1959-08-31,Female
NASAW00014888,1965-11-15,Female
NASAW00014889,1971-04-04,Male
NASAW00014890,1960-01-23,Male
NASAW00014891,1965-05-06,Male
NASAW00014892,1960-08-04,Female
NASAW00014893,1960-08-07,Female
NASAW00014894,1961-05-18,Male
NASAW00014895,1966-10-03,Male
NASAW00014896,1960-11-07,Female
NASAW00014897,1961-12-31,Male
NASAW00014898,1961-10-01,Female
NASAW00014899,1962-03-25,Male
NASAW00014900,1962-04-23,Female
NASAW00014901,1967-07-20,Female
NASAW00014902,1962-03-24,Female
NASAW00014903,1961-09-01,Female
NASAW00014904,1961-10-30,Male
NASAW00014905,1961-09-30,Male
NASAW00014906,1962-05-16,Male
NASAW00014907,1961-09-01,Female
NASAW00014908,1973-01-02,Female
NASAW00014909,1962-03-22,Male
NASAW00014910,1963-05-24,Female
NASAW00014911,1968-02-16,Female
NASAW00014912,1963-02-18,Female
NASAW00014913,1968-10-14,Female
NASAW00014914,1974-02-11,Female
NASAW00014915,1974-04-06,Female
NASAW00014916,1969-09-13,Female
NASAW00014917,1969-01-18,Male
NASAW00014918,1969-11-02,Female
NASAW00014919,1969-10-22,Male
NASAW00014920,1970-05-20,Male
NASAW00014921,1976-03-19,Female
NASAW00014922,1970-09-10,Female
NASAW00014923,1973-08-01,Male
NASAW00014924,1979-12-14,Female
NASAW00014925,1974-04-27,Female
NASAW00014926,1973-09-18,Male
NASAW00014927,1974-03-26,Female
NASAW00014928,1973-09-18,Male
NASAW00014929,1979-09-30,Male
NASAW00014930,1973-12-29,Female
NASAW00014931,1974-05-02,Male
NASAW00014932,1978-04-17,Male
NASAW00014933,1972-07-17,Male
NASAW00014934,1983-09-17,Male
NASAW00014935,1972-12-08,Male
NASAW00014936,1972-08-19,Male
NASAW00014937,1983-05-19,Male
NASAW00014938,1971-12-14,Female
NASAW00014939,1972-10-15,Male
NASAW00014940,1978-02-19,Female
NASAW00014941,1972-01-24,Female
NASAW00014942,1971-08-13,Female
NASAW00014943,1977-08-08,Female
NASAW00014944,1976-08-06,Male
NASAW00014945,1976-12-04,Female
NASAW00014946,1971-03-04,Male
NASAW00014947,1976-01-08,Male
NASAW00014948,1970-10-09,Male
NASAW00014949,1970-10-12,Male
NASAW00014950,1975-08-24,Female
NASAW00014951,1970-03-26,Female
NASAW00014952,1970-05-22,Female
NASAW00014953,1968-12-11,Female
NASAW00014954,1968-09-21,Female
NASAW00014955,1968-08-30,Male
NASAW00014956,1968-10-08,Female
NASAW00014957,1974-05-28,Female
NASAW00014958,1972-04-04,Male
NASAW00014959,1974-01-11,Male
NASAW00014960,1976-11-11,Male
NASAW00014961,1976-04-12,Female
NASAW00014962,1971-04-12,Male
NASAW00014963,1976-03-19,Female
NASAW00014964,1970-12-01,Male
NASAW00014965,1975-07-06,Male
NASAW00014966,1969-11-02,Male
NASAW00014967,1969-11-12,Female
NASAW00014968,1970-01-03,Male
NASAW00014969,1979-09-30,Male
NASAW00014970,1982-08-30,Male
NASAW00014971,1984-07-23,Female
NASAW00014972,1985-04-03,Female
NASAW00014973,1985-01-18,Female
NASAW00014974,1984-12-29,Male
NASAW00014975,1968-12-30,Male
NASAW00014976,1967-12-09,Male
NASAW00014977,1983-08-18,Female
NASAW00014978,1983-09-29,Male
NASAW00014979,1983-09-04,Male
NASAW00014980,1984-03-02,Female
NASAW00014981,1983-09-05,Female
NASAW00014982,1984-04-06,Female
NASAW00014983,1984-02-21,Male
NASAW00014984,1984-05-12,Female
NASAW00014985,1982-11-24,Female
NASAW00014986,1982-02-02,Male
NASAW00014987,1982-06-02,Female
NASAW00014988,1980-07-23,Female
NASAW00014989,1981-12-21,Female
NASAW00014990,1981-07-25,Male
NASAW00014991,1981-08-25,Male
NASAW00014992,1918-02-11,Male
NASAW00014993,1980-12-08,Male
NASAW00014994,1981-06-25,Male
NASAW00014995,1985-05-05,Female
NASAW00014996,1981-04-12,Male
NASAW00014997,1980-12-02,Male
NASAW00014998,1979-10-14,Male
NASAW00014999,1978-11-03,Female
NASAW00015000,1978-11-19,Female
NASAW00015001,1978-08-31,Female
NASAW00015002,1978-10-04,Female
NASAW00015003,1984-09-17,Male
NASAW00015004,1979-06-04,Female
NASAW00015005,1984-03-19,Male
NASAW00015006,1984-05-20,Female
NASAW00015007,1983-02-18,Female
NASAW00015008,1983-05-27,Male
NASAW00015009,1982-12-08,Female
NASAW00015010,1983-03-12,Male
NASAW00015011,1983-05-13,Female
NASAW00015012,1982-03-03,Female
NASAW00015013,1982-05-13,Female
NASAW00015014,1960-07-15,Male
NASAW00015015,1955-11-03,Male
NASAW00015016,1985-08-12,Male
NASAW00015017,1986-04-21,Female
NASAW00015018,1957-04-22,Female
NASAW00015019,1956-09-24,Female
NASAW00015020,1957-04-22,Female
NASAW00015021,1956-10-09,Male
NASAW00015022,1962-11-12,Female
NASAW00015023,1984-12-30,Male
NASAW00015024,1969-05-09,Male
NASAW00015025,1958-01-15,Female
NASAW00015026,1958-01-06,Female
NASAW00015027,1959-04-18,Male
NASAW00015028,1985-09-07,Female
NASAW00015029,1984-12-01,Male
NASAW00015030,1986-01-09,Male
NASAW00015031,1982-08-27,Male
NASAW00015032,1981-12-09,Female
NASAW00015033,1981-12-30,Female
NASAW00015034,1985-02-22,Male
NASAW00015035,1984-08-10,Male
NASAW00015036,1985-02-19,Male
NASAW00015037,1985-02-19,Male
NASAW00015038,1984-01-09,Male
NASAW00015039,1982-10-03,Female
NASAW00015040,1982-12-08,Male
NASAW00015041,1983-03-08,Female
NASAW00015042,1982-07-21,Male
NASAW00015043,1982-11-07,Male
NASAW00015044,1983-02-07,Female
NASAW00015045,1954-04-16,Female
NASAW00015046,1949-05-17,Female
NASAW00015047,1967-02-08,Female
NASAW00015048,1966-12-17,Female
NASAW00015049,1971-03-21,Male
NASAW00015050,1971-12-07,Male
NASAW00015051,1965-11-20,Male
NASAW00015052,1971-05-02,Female
NASAW00015053,1970-11-05,Male
NASAW00015054,1964-08-13,Male
NASAW00015055,1965-01-18,Male
NASAW00015056,1964-09-29,Female
NASAW00015057,1970-06-23,Female
NASAW00015058,1970-11-23,Male
NASAW00015059,1970-09-10,Female
NASAW00015060,1969-12-20,Male
NASAW00015061,1965-11-25,Female
NASAW00015062,1966-03-22,Female
NASAW00015063,1965-12-17,Female
NASAW00015064,1966-01-31,Male
NASAW00015065,1981-05-11,Male
NASAW00015066,1975-09-02,Female
NASAW00015067,1975-08-05,Female
NASAW00015068,1981-02-13,Female
NASAW00015069,1975-09-20,Male
NASAW00015070,1974-10-07,Male
NASAW00015071,1981-12-13,Female
NASAW00015072,1976-01-01,Female
NASAW00015073,1981-05-03,Female
NASAW00015074,1925-08-25,Female
NASAW00015075,1926-03-15,Female
NASAW00015076,1974-12-18,Female
NASAW00015077,1974-11-13,Female
NASAW00015078,1980-08-06,Male
NASAW00015079,1974-12-02,Male
NASAW00015080,1986-05-05,Female
NASAW00015081,1975-06-19,Female
NASAW00015082,1974-12-11,Male
NASAW00015083,1975-01-02,Female
NASAW00015084,1980-09-16,Female
NASAW00015085,1974-12-30,Female
NASAW00015086,1980-02-16,Female
NASAW00015087,1980-04-30,Female
NASAW00015088,1980-03-05,Female
NASAW00015089,1975-05-02,Male
NASAW00015090,1969-12-18,Male
NASAW00015091,1973-09-17,Male
NASAW00015092,1960-02-15,Male
NASAW00015093,1949-08-16,Male
NASAW00015094,1955-03-16,Female
NASAW00015095,1950-07-05,Female
NASAW00015096,1951-01-14,Male
NASAW00015097,1950-10-21,Female
NASAW00015098,1951-08-28,Female
NASAW00015099,1951-12-07,Male
NASAW00015100,1952-05-22,Female
NASAW00015101,1952-04-15,Male
NASAW00015102,1952-02-11,Male
NASAW00015103,1958-09-05,Male
NASAW00015104,1969-07-31,Female
NASAW00015105,1971-04-04,Female
NASAW00015106,1971-05-03,Male
NASAW00015107,1959-01-17,Male
NASAW00015108,1959-01-03,Female
NASAW00015109,1974-06-03,Female
NASAW00015110,1957-08-25,Female
NASAW00015111,1962-09-05,Female
NASAW00015112,1962-11-14,Female
NASAW00015113,1962-05-31,Male
NASAW00015114,1957-04-25,Female
NASAW00015115,1955-12-11,Male
NASAW00015116,1961-04-22,Female
NASAW00015117,1954-11-11,Female
NASAW00015118,1955-01-06,Male
NASAW00015119,1958-10-03,Male
NASAW00015120,1981-08-16,Female
NASAW00015121,1981-12-15,Male
NASAW00015122,1982-06-10,Female
NASAW00015123,1981-03-25,Male
NASAW00015124,1980-05-17,Female
NASAW00015125,1980-08-06,Male
NASAW00015126,1980-08-20,Male
NASAW00015127,1986-02-10,Male
NASAW00015128,1979-11-19,Female
NASAW00015129,1984-10-02,Female
NASAW00015130,1984-09-10,Male
NASAW00015131,1983-02-20,Female
NASAW00015132,1978-09-19,Female
NASAW00015133,1979-01-04,Male
NASAW00015134,1978-05-21,Female
NASAW00015135,1983-02-11,Male
NASAW00015136,1977-10-30,Female
NASAW00015137,1978-02-10,Male
NASAW00015138,1977-12-18,Female
NASAW00015139,1976-10-29,Male
NASAW00015140,1977-03-05,Female
NASAW00015141,1977-04-20,Female
NASAW00015142,1977-11-09,Male
NASAW00015143,1976-12-14,Male
NASAW00015144,1976-10-01,Female
NASAW00015145,1977-01-15,Female
NASAW00015146,1976-12-09,Female
NASAW00015147,1982-03-12,Male
NASAW00015148,1976-01-06,Male
NASAW00015149,1981-08-23,Female
NASAW00015150,1975-11-21,Female
NASAW00015151,1982-12-10,Male
NASAW00015152,1976-12-12,Female
NASAW00015153,1977-04-02,Female
NASAW00015154,1977-03-06,Male
NASAW00015155,1947-03-08,Female
NASAW00015156,1946-08-22,Male
NASAW00015157,1946-07-11,Male
NASAW00015158,1946-12-11,Female
NASAW00015159,1947-02-12,Male
NASAW00015160,1947-07-20,Female
NASAW00015161,1948-02-13,Female
NASAW00015162,1948-04-01,Female
NASAW00015163,1948-01-03,Female
NASAW00015164,1949-05-25,Female
NASAW00015165,1949-01-08,Male
NASAW00015166,1949-03-10,Female
NASAW00015167,1948-09-20,Female
NASAW00015168,1950-06-06,Male
NASAW00015169,1958-10-03,Male
NASAW00015170,1976-10-13,Male
NASAW00015171,1959-11-08,Female
NASAW00015172,1986-02-10,Female
NASAW00015173,1981-04-13,Male
NASAW00015174,1980-09-05,Female
NASAW00015175,1984-11-21,Female
NASAW00015176,1978-08-29,Female
NASAW00015177,1979-02-16,Male
NASAW00015178,1961-01-15,Male
NASAW00015179,1961-07-06,Male
NASAW00015180,1961-07-22,Female
NASAW00015181,1973-01-30,Female
NASAW00015182,1967-08-23,Female
NASAW00015183,1979-01-13,Female
NASAW00015184,1963-10-25,Male
NASAW00015185,1964-02-07,Male
NASAW00015186,1969-07-17,Female
NASAW00015187,1979-05-03,Male
NASAW00015188,1979-09-07,Male
NASAW00015189,1985-08-11,Female
NASAW00015190,1980-02-16,Female
NASAW00015191,1980-02-16,Male
NASAW00015192,1965-04-23,Female
NASAW00015193,1971-09-15,Male
NASAW00015194,1977-11-20,Male
NASAW00015195,1972-03-06,Male
NASAW00015196,1977-06-22,Male
NASAW00015197,1963-03-19,Male
NASAW00015198,1968-09-28,Female
NASAW00015199,1962-09-08,Male
NASAW00015200,1962-08-10,Female
NASAW00015201,1962-09-05,Female
NASAW00015202,1963-04-25,Male
NASAW00015203,1968-09-13,Male
NASAW00015204,1973-01-18,Female
NASAW00015205,1973-06-20,Female
NASAW00015206,1972-10-09,Male
NASAW00015207,1973-06-12,Male
NASAW00015208,1968-04-03,Female
NASAW00015209,1979-01-13,Male
NASAW00015210,1968-06-24,Male
NASAW00015211,1966-09-03,Male
NASAW00015212,1967-01-11,Male
NASAW00015213,1967-01-03,Female
NASAW00015214,1972-05-15,Female
NASAW00015215,1972-03-24,Male
NASAW00015216,1965-12-14,Female
NASAW00015217,1971-02-15,Male
NASAW00015218,1971-03-06,Male
NASAW00015219,1976-02-19,Male
NASAW00015220,1975-09-07,Male
NASAW00015221,1975-03-08,Male
NASAW00015222,1975-09-12,Female
NASAW00015223,1975-11-24,Female
NASAW00015224,1975-02-05,Male
NASAW00015225,1965-06-08,Female
NASAW00015226,1980-04-30,Female
NASAW00015227,1968-12-12,Male
NASAW00015228,1969-05-01,Male
NASAW00015229,1968-02-29,Male
NASAW00015230,1973-12-14,Female
NASAW00015231,1967-10-08,Female
NASAW00015232,1972-07-14,Male
NASAW00015233,1972-03-06,Female
NASAW00015234,1964-01-22,Female
NASAW00015235,1971-06-22,Female
NASAW00015236,1965-11-04,Female
NASAW00015237,1976-10-11,Male
NASAW00015238,1967-10-13,Male
NASAW00015239,1962-03-07,Male
NASAW00015240,1959-04-06,Female
NASAW00015241,1964-05-23,Male
NASAW00015242,1959-02-19,Male
NASAW00015243,1981-11-30,Female
NASAW00015244,1981-12-03,Female
NASAW00015245,1981-11-25,Male
NASAW00015246,1981-10-05,Female
NASAW00015247,1981-05-10,Female
NASAW00015248,1982-06-27,Male
NASAW00015249,1985-08-11,Female
NASAW00015250,1986-05-13,Male
NASAW00015251,1985-08-21,Male
NASAW00015252,1985-08-13,Female
NASAW00015253,1952-01-14,Male
NASAW00015254,1985-08-23,Female
NASAW00015255,1983-12-02,Male
NASAW00015256,1983-08-23,Male
NASAW00015257,1983-09-22,Male
NASAW00015258,1983-11-04,Female
NASAW00015259,1983-04-03,Male
NASAW00015260,1983-02-18,Female
NASAW00015261,1950-12-17,Female
NASAW00015262,1945-11-17,Female
NASAW00015263,1946-06-19,Female
NASAW00015264,1946-06-19,Male
NASAW00015265,1946-02-15,Male
NASAW00015266,1946-10-08,Female
NASAW00015267,1948-04-03,Female
NASAW00015268,1953-10-04,Female
NASAW00015269,1981-11-17,Female
NASAW00015270,1982-02-03,Female
NASAW00015271,1981-12-01,Male
NASAW00015272,1981-12-30,Male
NASAW00015273,1981-11-11,Male
NASAW00015274,1982-01-22,Male
NASAW00015275,1982-04-22,Male
NASAW00015276,1985-06-02,Female
NASAW00015277,1979-12-02,Female
NASAW00015278,1985-08-30,Male
NASAW00015279,1980-06-25,Male
NASAW00015280,1973-12-11,Female
NASAW00015281,1972-10-19,Male
NASAW00015282,1969-01-17,Female
NASAW00015283,1978-05-22,Male
NASAW00015284,1983-03-10,Male
NASAW00015285,1983-02-07,Female
NASAW00015286,1979-03-31,Male
NASAW00015287,1978-10-21,Female
NASAW00015288,1978-09-25,Male
NASAW00015289,1983-02-10,Female
NASAW00015290,1983-07-24,Male
NASAW00015291,1982-10-19,Female
NASAW00015292,1976-12-14,Female
NASAW00015293,1982-03-07,Male
NASAW00015294,1977-02-05,Male
NASAW00015295,1976-09-20,Male
NASAW00015296,1976-12-10,Female
NASAW00015297,1976-11-11,Female
NASAW00015298,1983-09-08,Male
NASAW00015299,1983-10-19,Male
NASAW00015300,1978-05-09,Male
NASAW00015301,1977-08-18,Female
NASAW00015302,1978-01-09,Female
NASAW00015303,1950-04-22,Female
NASAW00015304,1950-05-23,Female
NASAW00015305,1951-04-18,Female
NASAW00015306,1951-03-19,Female
NASAW00015307,1956-04-21,Female
NASAW00015308,1961-10-05,Female
NASAW00015309,1951-01-30,Male
NASAW00015310,1951-05-18,Female
NASAW00015311,1956-07-17,Male
NASAW00015312,1951-01-12,Female
NASAW00015313,1952-04-26,Male
NASAW00015314,1952-02-02,Male
NASAW00015315,1952-04-15,Female
NASAW00015316,1953-04-09,Female
NASAW00015317,1958-05-16,Female
NASAW00015318,1953-03-20,Female
NASAW00015319,1952-07-03,Female
NASAW00015320,1969-04-11,Male
NASAW00015321,1952-10-31,Male
NASAW00015322,1958-08-06,Male
NASAW00015323,1953-09-20,Male
NASAW00015324,1953-11-18,Female
NASAW00015325,1959-05-17,Male
NASAW00015326,1959-09-14,Male
NASAW00015327,1954-06-15,Female
NASAW00015328,1954-05-22,Male
NASAW00015329,1954-04-18,Female
NASAW00015330,1955-02-22,Female
NASAW00015331,1960-08-22,Male
NASAW00015332,1960-04-04,Male
NASAW00015333,1955-05-05,Female
NASAW00015334,1955-11-01,Female
NASAW00015335,1955-08-03,Female
NASAW00015336,1956-03-20,Male
NASAW00015337,1961-05-24,Female
NASAW00015338,1955-12-29,Female
NASAW00015339,1955-12-29,Male
NASAW00015340,1956-11-03,Female
NASAW00015341,1957-05-11,Female
NASAW00015342,1956-10-18,Female
NASAW00015343,1957-03-06,Male
NASAW00015344,1956-09-04,Male
NASAW00015345,1956-11-12,Female
NASAW00015346,1956-09-10,Male
NASAW00015347,1957-12-25,Female
NASAW00015348,1958-05-19,Male
NASAW00015349,1963-11-07,Female
NASAW00015350,1963-08-30,Female
NASAW00015351,1957-10-12,Male
NASAW00015352,1964-01-17,Male
NASAW00015353,1963-12-31,Female
NASAW00015354,1962-08-07,Male
NASAW00015355,1961-07-17,Female
NASAW00015356,1960-10-16,Female
NASAW00015357,1966-10-18,Male
NASAW00015358,1937-09-22,Female
NASAW00015359,1938-10-05,Male
NASAW00015360,1938-12-20,Male
NASAW00015361,1938-11-15,Male
NASAW00015362,1976-12-02,Female
NASAW00015363,1970-08-26,Male
NASAW00015364,1970-08-21,Male
NASAW00015365,1976-10-20,Female
NASAW00015366,1976-12-18,Female
NASAW00015367,1969-07-04,Female
NASAW00015368,1969-08-07,Female
NASAW00015369,1967-02-17,Male
NASAW00015370,1961-12-31,Female
NASAW00015371,1961-09-01,Male
NASAW00015372,1967-07-16,Male
NASAW00015373,1939-10-17,Female
NASAW00015374,1940-04-10,Female
NASAW00015375,1940-03-14,Female
NASAW00015376,1974-05-02,Female
NASAW00015377,1969-01-01,Female
NASAW00015378,1968-09-02,Male
NASAW00015379,1969-05-22,Female
NASAW00015380,1968-04-06,Male
NASAW00015381,1967-11-07,Female
NASAW00015382,1973-05-07,Female
NASAW00015383,1968-04-26,Male
NASAW00015384,1966-08-23,Male
NASAW00015385,1972-06-10,Female
NASAW00015386,1966-09-05,Male
NASAW00015387,1966-08-13,Male
NASAW00015388,1966-07-19,Female
NASAW00015389,1967-03-06,Female
NASAW00015390,1960-10-31,Male
NASAW00015391,1966-03-16,Female
NASAW00015392,1960-02-16,Female
NASAW00015393,1941-03-31,Female
NASAW00015394,1947-04-03,Female
NASAW00015395,1966-04-16,Male
NASAW00015396,1971-10-30,Female
NASAW00015397,1965-12-05,Male
NASAW00015398,1966-04-12,Male
NASAW00015399,1960-01-29,Female
NASAW00015400,1960-03-18,Male
NASAW00015401,1960-02-13,Female
NASAW00015402,1960-02-13,Male
NASAW00015403,1965-09-02,Male
NASAW00015404,1959-10-31,Female
NASAW00015405,1958-09-21,Male
NASAW00015406,1958-11-23,Female
NASAW00015407,1964-09-02,Female
NASAW00015408,1959-04-25,Female
NASAW00015409,1958-01-31,Male
NASAW00015410,1957-12-20,Female
NASAW00015411,1948-11-03,Male
NASAW00015412,1942-12-12,Male
NASAW00015413,1943-03-04,Male
NASAW00015414,1945-03-02,Male
NASAW00015415,1944-11-10,Female
NASAW00015416,1945-08-18,Male
NASAW00015417,1952-06-01,Male
NASAW00015418,1974-04-04,Male
NASAW00015419,1979-01-13,Male
NASAW00015420,1974-04-01,Male
NASAW00015421,1973-08-31,Male
NASAW00015422,1985-01-06,Female
NASAW00015423,1984-10-23,Male
NASAW00015424,1984-12-09,Female
NASAW00015425,1955-09-22,Female
NASAW00015426,1949-08-16,Female
NASAW00015427,1985-05-17,Female
NASAW00015428,1984-10-28,Male
NASAW00015429,1984-10-16,Male
NASAW00015430,1983-12-07,Male
NASAW00015431,1983-09-14,Male
NASAW00015432,1984-02-15,Male
NASAW00015433,1984-02-15,Male
NASAW00015434,1950-07-19,Male
NASAW00015435,1952-04-10,Male
NASAW00015436,1952-03-19,Female
NASAW00015437,1952-12-19,Female
NASAW00015438,1952-09-07,Male
NASAW00015439,1959-01-11,Male
NASAW00015440,1979-09-20,Male
NASAW00015441,1971-08-17,Female
NASAW00015442,1967-12-25,Male
NASAW00015443,1967-09-23,Male
NASAW00015444,1967-08-09,Male
NASAW00015445,1968-06-11,Male
NASAW00015446,1972-05-19,Male
NASAW00015447,1966-11-08,Female
NASAW00015448,1967-04-24,Male
NASAW00015449,1940-08-14,Male
NASAW00015450,1941-12-08,Male
NASAW00015451,1967-11-16,Female
NASAW00015452,1964-02-16,Female
NASAW00015453,1969-08-07,Female
NASAW00015454,1961-03-02,Male
NASAW00015455,1945-10-07,Female
NASAW00015456,1946-04-13,Male
NASAW00015457,1946-08-28,Female
NASAW00015458,1953-06-23,Female
NASAW00015459,1947-10-11,Female
NASAW00015460,1953-02-09,Female
NASAW00015461,1947-11-10,Male
NASAW00015462,1949-02-23,Male
NASAW00015463,1949-05-18,Male
NASAW00015464,1985-10-02,Female
NASAW00015465,1986-03-03,Female
NASAW00015466,1975-07-08,Male
NASAW00015467,1976-01-30,Male
NASAW00015468,1976-05-09,Female
NASAW00015469,1981-10-24,Male
NASAW00015470,1981-02-17,Female
NASAW00015471,1974-09-05,Female
NASAW00015472,1980-10-14,Female
NASAW00015473,1974-10-13,Female
NASAW00015474,1974-10-30,Male
NASAW00015475,1980-10-14,Female
NASAW00015476,1975-05-01,Female
NASAW00015477,1975-02-08,Male
NASAW00015478,1977-02-15,Female
NASAW00015479,1977-02-17,Female
NASAW00015480,1977-01-19,Female
NASAW00015481,1982-08-21,Female
NASAW00015482,1976-08-07,Female
NASAW00015483,1976-11-04,Female
NASAW00015484,1976-12-17,Male
NASAW00015485,1975-05-19,Female
NASAW00015486,1975-03-23,Male
NASAW00015487,1975-03-09,Male
NASAW00015488,1974-09-24,Male
NASAW00015489,1974-01-23,Female
NASAW00015490,1973-08-02,Female
NASAW00015491,1979-04-20,Female
NASAW00015492,1985-04-14,Female
NASAW00015493,1979-09-16,Male
NASAW00015494,1974-05-14,Female
NASAW00015495,1972-11-14,Male
NASAW00015496,1973-03-07,Female
NASAW00015497,1972-09-01,Female
NASAW00015498,1975-08-08,Female
NASAW00015499,1976-06-22,Male
NASAW00015500,1975-07-25,Male
NASAW00015501,1975-12-19,Male
NASAW00015502,1978-10-15,Male
NASAW00015503,1978-08-22,Female
NASAW00015504,1972-09-29,Male
NASAW00015505,1972-08-06,Female
NASAW00015506,1982-09-20,Male
NASAW00015507,1972-03-27,Female
NASAW00015508,1972-02-05,Female
NASAW00015509,1971-08-23,Male
NASAW00015510,1977-10-20,Male
NASAW00015511,1974-08-11,Female
NASAW00015512,1975-01-29,Male
NASAW00015513,1975-04-19,Female
NASAW00015514,1974-11-16,Female
NASAW00015515,1974-10-08,Male
NASAW00015516,1980-10-14,Male
NASAW00015517,1980-01-19,Male
NASAW00015518,1975-03-12,Male
NASAW00015519,1927-05-10,Female
NASAW00015520,1970-12-17,Female
NASAW00015521,1976-05-21,Female
NASAW00015522,1976-09-03,Male
NASAW00015523,1969-08-07,Male
NASAW00015524,1975-09-12,Male
NASAW00015525,1975-02-08,Female
NASAW00015526,1969-12-17,Female
NASAW00015527,1969-10-06,Female
NASAW00015528,1979-10-01,Male
NASAW00015529,1969-01-01,Male
NASAW00015530,1968-09-30,Female
NASAW00015531,1968-12-11,Male
NASAW00015532,1968-08-03,Male
NASAW00015533,1979-09-06,Female
NASAW00015534,1969-03-21,Male
NASAW00015535,1969-04-30,Male
NASAW00015536,1974-08-09,Female
NASAW00015537,1968-07-22,Female
NASAW00015538,1969-02-24,Male
NASAW00015539,1967-07-23,Male
NASAW00015540,1973-04-04,Male
NASAW00015541,1967-10-05,Female
NASAW00015542,1973-04-18,Female
NASAW00015543,1967-09-23,Female
NASAW00015544,1968-06-12,Male
NASAW00015545,1972-02-07,Female
NASAW00015546,1966-11-18,Male
NASAW00015547,1967-04-05,Female
NASAW00015548,1966-03-12,Female
NASAW00015549,1972-12-03,Male
NASAW00015550,1978-05-17,Male
NASAW00015551,1973-01-02,Female
NASAW00015552,1972-12-28,Male
NASAW00015553,1972-12-08,Male
NASAW00015554,1973-03-01,Female
NASAW00015555,1966-04-22,Female
NASAW00015556,1976-11-08,Male
NASAW00015557,1966-02-11,Male
NASAW00015558,1965-09-29,Female
NASAW00015559,1970-05-22,Male
NASAW00015560,1964-09-17,Female
NASAW00015561,1970-01-24,Male
NASAW00015562,1976-04-15,Female
NASAW00015563,1970-07-10,Male
NASAW00015564,1970-02-21,Male
NASAW00015565,1964-08-06,Male
NASAW00015566,1970-09-21,Male
NASAW00015567,1964-12-21,Female
NASAW00015568,1963-07-11,Male
NASAW00015569,1974-08-22,Female
NASAW00015570,1975-02-05,Female
NASAW00015571,1975-03-06,Male
NASAW00015572,1963-09-16,Female
NASAW00015573,1969-08-21,Male
NASAW00015574,1969-01-17,Male
NASAW00015575,1985-01-06,Male
NASAW00015576,1976-03-18,Female
NASAW00015577,1975-08-25,Female
NASAW00015578,1981-08-16,Female
NASAW00015579,1973-07-04,Female
NASAW00015580,1979-02-20,Male
NASAW00015581,1973-10-25,Female
NASAW00015582,1974-01-18,Male
NASAW00015583,1974-03-28,Female
NASAW00015584,1972-10-14,Female
NASAW00015585,1978-03-05,Male
NASAW00015586,1975-02-24,Male
NASAW00015587,1980-10-10,Female
NASAW00015588,1980-07-03,Female
NASAW00015589,1974-10-13,Male
NASAW00015590,1974-09-24,Male
NASAW00015591,1975-03-22,Male
NASAW00015592,1983-10-01,Female
NASAW00015593,1973-03-18,Female
NASAW00015594,1978-03-05,Female
NASAW00015595,1971-08-05,Male
NASAW00015596,1971-07-02,Male
NASAW00015597,1971-08-06,Male
NASAW00015598,1971-04-20,Female
NASAW00015599,1970-11-18,Male
NASAW00015600,1974-05-02,Male
NASAW00015601,1979-08-09,Female
NASAW00015602,1979-01-14,Male
NASAW00015603,1975-09-02,Male
NASAW00015604,1970-06-13,Male
NASAW00015605,1970-02-21,Male
NASAW00015606,1970-06-10,Male
NASAW00015607,1975-09-19,Male
NASAW00015608,1984-05-10,Female
NASAW00015609,1985-08-11,Male
NASAW00015610,1986-04-11,Female
NASAW00015611,1984-02-08,Female
NASAW00015612,1983-10-05,Male
NASAW00015613,1984-03-14,Female
NASAW00015614,1980-05-13,Female
NASAW00015615,1984-08-12,Female
NASAW00015616,1984-05-14,Female
NASAW00015617,1984-08-02,Female
NASAW00015618,1978-08-26,Male
NASAW00015619,1978-09-23,Male
NASAW00015620,1978-11-16,Female
